업종명	업소명	소재지(도로명)	소재지(지번)	행정동명
일반음식점	장성각	"대전광역시 중구 유천로 45-1, 1층 (유천동)"	대전광역시 중구 유천동 215-5 1층 	유천1동
일반음식점	강변산닭	대전광역시 중구 보문로260번길 8 (대흥동)	대전광역시 중구 대흥동 469-2 	대흥동
일반음식점	은행골식당	"대전광역시 중구 중앙로 169-2, 1층 (은행동)"	대전광역시 중구 은행동 9-7 	은행선화동
일반음식점	시장포차	"대전광역시 중구 보문로260번길 64, 2층 (대흥동)"	대전광역시 중구 대흥동 225-5 2층 	대흥동
일반음식점	한양식당	대전광역시 중구 보문로 315 (선화동)	대전광역시 중구 선화동 184-6 	은행선화동
일반음식점	덕성식당	대전광역시 중구 대둔산로 486 (산성동)	대전광역시 중구 산성동 140-31 	산성동
일반음식점	영재식당	대전광역시 중구 유천로102번길 17 (유천동)	대전광역시 중구 유천동 196-13 	유천1동
일반음식점	제주삼겹식당	대전광역시 중구 보문로337번길 22 (선화동)	대전광역시 중구 선화동 151-17 	은행선화동
일반음식점	오구쌀피자	"대전광역시 중구 대종로 53 (옥계동,,6)"	"대전광역시 중구 옥계동 49-5 ,6 "	석교동
일반음식점	무겐식당	대전광역시 중구 오류로 26 (오류동)	대전광역시 중구 오류동 171-4 	오류동
일반음식점	이포크축산직영정육식당	대전광역시 중구 중앙로16번길 30 (문화동)	대전광역시 중구 문화동 1-212 	문화1동
일반음식점	해랑일식	대전광역시 중구 계룡로882번길 50 (오류동)	대전광역시 중구 오류동 158-14 	오류동
일반음식점	낭만취객	대전광역시 중구 계룡로874번길 4 (오류동)	대전광역시 중구 오류동 149-24 	오류동
일반음식점	중국대반점	대전광역시 중구 대흥로165번길 6 (대흥동)	대전광역시 중구 대흥동 94-10 	대흥동
일반음식점	민스은행점	대전광역시 중구 대종로480번길 24 (은행동)	대전광역시 중구 은행동 168-4 	은행선화동
일반음식점	술통	대전광역시 중구 보문로 65 (부사동)	대전광역시 중구 부사동 151-8 	부사동
일반음식점	퐁당	대전광역시 중구 중앙로79번길 62 (선화동)	대전광역시 중구 선화동 288 	은행선화동
일반음식점	다정식당	"대전광역시 중구 보문산공원로 496, 1층 (대사동)"	대전광역시 중구 대사동 198-138 1층 	대사동
일반음식점	친구만들기식당	대전광역시 중구 보문로 149 (대사동)	대전광역시 중구 대사동 87-3 	대사동
일반음식점	페리카나옥계점	대전광역시 중구 대종로 59 (옥계동)	대전광역시 중구 옥계동 49-1 	석교동
일반음식점	쪽방집별관	"대전광역시 중구 보문로254번길 46 (대흥동,(1층))"	대전광역시 중구 대흥동 292-1 (1층) 	대흥동
일반음식점	세종푸드	"대전광역시 중구 유천로132번길 21-24 (태평동,.2)"	대전광역시 중구 태평동 329-8 .2 	태평1동
일반음식점	오디너리너드(ordinarynod)	"대전광역시 중구 중앙로130번길 41, 1층 (대흥동)"	대전광역시 중구 대흥동 222 (1층) 	대흥동
일반음식점	구여사컵밥	"대전광역시 중구 대종로 670, 1층 (중촌동)"	대전광역시 중구 중촌동 98-16 1층 	중촌동
일반음식점	동해참가자미	대전광역시 중구 태평로 110-1 (태평동)	대전광역시 중구 태평동 376-11 	태평1동
일반음식점	요런요치킨	"대전광역시 중구 산성로57번길 25, 1층 (산성동)"	대전광역시 중구 산성동 335-17 1층 	산성동
일반음식점	군자대한곱창(오류점)	"대전광역시 중구 계룡로874번길 14, 1층 (오류동)"	대전광역시 중구 오류동 149-32 1층 	오류동
일반음식점	페리카나치킨유천분점	대전광역시 중구 문화로 71-1 (유천동)	대전광역시 중구 유천동 285-19 	유천1동
일반음식점	일품참치	대전광역시 중구 보문로262번길 44 (대흥동)	대전광역시 중구 대흥동 212-2 	대흥동
일반음식점	옴시롱감시롱식당	대전광역시 중구 대종로386번길 71 (문창동)	대전광역시 중구 문창동 53-33 	문창동
일반음식점	동원식당	대전광역시 중구 중교로 29-1 (대흥동)	대전광역시 중구 대흥동 466-5 	대흥동
일반음식점	투다리부사점	대전광역시 중구 보문로 65 (부사동)	대전광역시 중구 부사동 151-8 	부사동
일반음식점	육회본가	대전광역시 중구 중앙로130번길 28 (대흥동)	대전광역시 중구 대흥동 213-2 	대흥동
일반음식점	서울북어전문	대전광역시 중구 동서대로1439번길 35 (중촌동)	대전광역시 중구 중촌동 401-15 	중촌동
일반음식점	행복식당	대전광역시 중구 동서대로1403번길 2 (목동)	대전광역시 중구 목동 1-112 	목동
일반음식점	육대산대전오류점	"대전광역시 중구 계룡로882번길 48, 1층 (오류동)"	대전광역시 중구 오류동 155-7 1층 	오류동
일반음식점	돈이돈이식당	"대전광역시 중구 충무로 175, 1층 (문창동)"	대전광역시 중구 문창동 9-14 1층 	문창동
일반음식점	청운집	"대전광역시 중구 중교로 98 (대흥동,,1-5, 1-6(1층))"	"대전광역시 중구 대흥동 1-2 ,1-5, 1-6(1층) "	대흥동
일반음식점	만향	"대전광역시 중구 수침로55번길 9, 1층 (태평동)"	대전광역시 중구 태평동 268-12 1층 	태평1동
일반음식점	예진식당	"대전광역시 중구 중촌로 41, 1층 (중촌동)"	대전광역시 중구 중촌동 90-8 1층 	중촌동
일반음식점	껌뻑밀면	대전광역시 중구 중앙로13번길 18 (용두동)	대전광역시 중구 용두동 12-16 	용두동
일반음식점	한방콩나물국밥	"대전광역시 중구 대둔산로 530, 1층 (유천동)"	대전광역시 중구 유천동 336-1 1층 	유천1동
일반음식점	파란신호등	대전광역시 중구 계룡로874번길 65 (오류동)	대전광역시 중구 오류동 162-2 	오류동
일반음식점	자연산횟집	대전광역시 중구 유천로86번길 20 (유천동)	대전광역시 중구 유천동 204-6 	유천1동
일반음식점	장원급제	"대전광역시 중구 계백로 1701-18, 1층 (오류동)"	대전광역시 중구 오류동 159-9 1층 	오류동
일반음식점	처갓집양념치킨태평점	"대전광역시 중구 수침로55번길 7 (태평동,(1층))"	대전광역시 중구 태평동 268-13 (1층) 	태평1동
일반음식점	초량식당	대전광역시 중구 중앙로121번길 58 (선화동)	대전광역시 중구 선화동 18-4 	은행선화동
일반음식점	옥천식당	대전광역시 중구 당디로 79 (산성동)	대전광역시 중구 산성동 135-9 	산성동
일반음식점	옥천골	대전광역시 중구 대종로315번길 9 (부사동)	대전광역시 중구 부사동 129-2 	부사동
일반음식점	카페쏨	대전광역시 중구 대종로 381 (대사동)	대전광역시 중구 대사동 64-9 	대사동
일반음식점	버닝뮤직	"대전광역시 중구 목중로 35, 지하1층 (목동)"	대전광역시 중구 목동 47-22 지하1층 	목동
일반음식점	은하식당	"대전광역시 중구 선화서로 112, 1층 (선화동)"	대전광역시 중구 선화동 163-99 1층 	은행선화동
일반음식점	페리카나치킨태평2체인점	"대전광역시 중구 동서대로 1238 (태평동,,8)"	"대전광역시 중구 태평동 334-7 ,8 "	태평1동
일반음식점	한신우동	대전광역시 중구 계룡로882번길 13 (오류동)	대전광역시 중구 오류동 152-7 	오류동
일반음식점	페리카나유천2체인점	"대전광역시 중구 계백로 1626-1, 1층 (유천동)"	대전광역시 중구 유천동 186-6 1층 	유천1동
일반음식점	의정부아우네부대찌개	대전광역시 중구 목중로 39 (목동)	대전광역시 중구 목동 47-16 	목동
일반음식점	만우정	"대전광역시 중구 보문로260번길 10, 1층 (대흥동)"	대전광역시 중구 대흥동 469-1 1층 	대흥동
일반음식점	장터치킨	대전광역시 중구 보문로 87 (부사동)	대전광역시 중구 부사동 142-1 	부사동
일반음식점	나음명품김치찌개	"대전광역시 중구 목척5길 124, 1층 (은행동)"	대전광역시 중구 은행동 4-86 1층 	은행선화동
일반음식점	바이탈커피	대전광역시 중구 중촌로28번길 28 (중촌동)	대전광역시 중구 중촌동 101-1 	중촌동
일반음식점	호수식당	대전광역시 중구 목척4길 60 (은행동)	대전광역시 중구 은행동 129-3 	은행선화동
일반음식점	천궁	"대전광역시 중구 중촌로28번길 40, 1층 (중촌동)"	대전광역시 중구 중촌동 101-6 1층 	중촌동
일반음식점	실비식당	대전광역시 중구 선화로 126-10 (선화동)	대전광역시 중구 선화동 243-1 	은행선화동
일반음식점	오복집	대전광역시 중구 대종로501번길 30 (선화동)	"대전광역시 중구 선화동 45-1 ,2 "	은행선화동
일반음식점	심야식당11월6일	대전광역시 중구 유천로86번길 31 (유천동)	대전광역시 중구 유천동 203-11 	유천1동
일반음식점	서울회관	대전광역시 중구 동서대로1440번길 44 (선화동)	대전광역시 중구 선화동 164-9 	은행선화동
일반음식점	김가홍두깨칼국수	대전광역시 중구 수침로 59 (태평동)	대전광역시 중구 태평동 265-7 	태평1동
일반음식점	김박사네 식당	"대전광역시 중구 목척7길 14 (은행동, ,114-36)"	대전광역시 중구 은행동 114-38 	은행선화동
일반음식점	이서방치킨	대전광역시 중구 중촌로 26 (중촌동)	대전광역시 중구 중촌동 100-20 	중촌동
일반음식점	멕시카나부사점	대전광역시 중구 부용로 5 (부사동)	대전광역시 중구 부사동 146-6 	부사동
일반음식점	갯벌바지락손칼국수	대전광역시 중구 수침로 104 (태평동)	대전광역시 중구 태평동 256-12 	태평1동
일반음식점	부부바지락칼국수	대전광역시 중구 동서대로1304번길 43 (오류동)	대전광역시 중구 오류동 176-3 	오류동
일반음식점	대서양회관	"대전광역시 중구 대종로 370 (부사동,(지하1층))"	대전광역시 중구 부사동 94-40 (지하1층) 	부사동
일반음식점	충남장어구이	"대전광역시 중구 대흥로121번길 28 (대흥동,(1,2층))"	"대전광역시 중구 대흥동 410-1 (1,2층) "	대흥동
일반음식점	수원뚝배기식당	"대전광역시 중구 대종로333번길 78, 1층 (부사동)"	대전광역시 중구 부사동 209-63 1층 	부사동
일반음식점	왕언니육칼밥	대전광역시 중구 대전천서로 663 (중촌동)	대전광역시 중구 중촌동 71-6 	중촌동
일반음식점	신도칼국수중촌점	대전광역시 중구 대전천서로 679-1 (중촌동)	대전광역시 중구 중촌동 69-3 	중촌동
일반음식점	일미식당	대전광역시 중구 문창로 22-39 (문창동)	대전광역시 중구 문창동 123-7 	문창동
일반음식점	장가계	"대전광역시 중구 당디로 64, 1층 (산성동)"	대전광역시 중구 산성동 115-36 1층 	산성동
일반음식점	옛날식당	대전광역시 중구 유천로132번길 78 (태평동)	대전광역시 중구 태평동 265-25 	태평1동
일반음식점	대청갈비	대전광역시 중구 보문산로 95 (산성동)	대전광역시 중구 산성동 297-8 	산성동
일반음식점	철길부산집대전오류점	"대전광역시 중구 계룡로882번길 30, 1층 (오류동)"	대전광역시 중구 오류동 153-43 1층 	오류동
일반음식점	옹심이메밀칼국수	"대전광역시 중구 계룡로904번길 19, 1층 (문화동)"	대전광역시 중구 문화동 1-96 1층 	문화1동
일반음식점	목동밀칼국수	대전광역시 중구 목중로 3 (목동)	대전광역시 중구 목동 1-72 	목동
일반음식점	장강	대전광역시 중구 중앙로79번길 87 (선화동)	대전광역시 중구 선화동 365-4 	은행선화동
일반음식점	한마음정육식당중촌점	대전광역시 중구 어덕마을로 146 (중촌동)	대전광역시 중구 중촌동 20-14 	중촌동
일반음식점	옛날전집	대전광역시 중구 산성로 5-1 (산성동)	대전광역시 중구 산성동 292-22 	산성동
일반음식점	복돼지	"대전광역시 중구 유천로 58 (유천동,(1층))"	대전광역시 중구 유천동 213-1 (1층) 	유천1동
일반음식점	시장을여는사람들대흥점	"대전광역시 중구 중앙로130번길 35, 2층 (대흥동)"	대전광역시 중구 대흥동 227 .228 	대흥동
일반음식점	신가네콩나물삼겹살	대전광역시 중구 대종로529번길 42 (선화동)	대전광역시 중구 선화동 243-7 	은행선화동
일반음식점	현대식당	"대전광역시 중구 중앙로130번길 37-10, 1~2층 (대흥동)"	대전광역시 중구 대흥동 224 1~2층 	대흥동
일반음식점	고향	"대전광역시 중구 보문산공원로 524-2, 1층 (대사동)"	대전광역시 중구 대사동 148-18 1층 	대사동
일반음식점	부산식당	"대전광역시 중구 대종로 64, 1층 (옥계동)"	대전광역시 중구 옥계동 45-5 1층 	석교동
일반음식점	바로그집식당	"대전광역시 중구 중앙로 지하 145, 지하상가 C구역 나열 61,62,63,64,65호 (대흥동)"	"대전광역시 중구 대흥동 630 지하상가 C구역 나열 61,62,63,64,65호 "	대흥동
일반음식점	함지박포차	대전광역시 중구 계백로1615번길 41 (유천동)	대전광역시 중구 유천동 203-20 	유천1동
일반음식점	황산벌포차	"대전광역시 중구 당디로 120 (유천동,(지번변경))"	대전광역시 중구 유천동 329-40 (지번변경) 	유천1동
일반음식점	병수손만두사정점	대전광역시 중구 대둔산로 339 (사정동)	대전광역시 중구 사정동 362-8 	산성동
일반음식점	돌다리식당	대전광역시 중구 대종로 234-17 (석교동)	대전광역시 중구 석교동 54-2 	석교동
일반음식점	귀족볶음밥(대전중구점)	"대전광역시 중구 오류로 58, 1층 (오류동)"	대전광역시 중구 오류동 179-30 1층 	오류동
일반음식점	팔도육개장	"대전광역시 중구 중앙로137번길 39 (선화동,(1층))"	대전광역시 중구 선화동 21-10 (1층) 	은행선화동
일반음식점	소문난칼국수	대전광역시 중구 수침로55번길 47 (태평동)	대전광역시 중구 태평동 327-29 	태평1동
일반음식점	밀어식당	대전광역시 중구 보문로 69 (부사동)	대전광역시 중구 부사동 147-7 	부사동
일반음식점	지코바치킨산성점	대전광역시 중구 보문산로 66-1 (산성동)	대전광역시 중구 산성동 280-2 	산성동
일반음식점	알콩달콩	대전광역시 중구 목중로 33 (목동)	대전광역시 중구 목동 47-23 	목동
